run_key,source,task,experiment,split,macro_f1,weighted_f1,quiet_precision,quiet_recall,B_precision,B_recall,C_precision,C_recall,M_precision,M_recall,X_precision,X_recall
W72_H72,night,3c,baseline_3c,val,0.3726561986062156,0.8661925059266623,0.9773249650539904,0.833921695764591,,,,,,,,
W72_H72,night,3c,weighted_3c,test,0.366717696023584,0.8484319281206327,0.9776358025456392,0.7991237067710114,,,,,,,,
W72_H72,night,3c,weighted_3c,val,0.3591810296514597,0.8350673680172065,0.9785540814483272,0.7805528205374511,,,,,,,,
W72_H72,night,3c,weighted_thresholded_3c,test,0.3768378431845721,0.9271004489772182,0.9604614754448524,0.9679925033874052,,,,,,,,
W72_H72,night,3c,weighted_thresholded_3c,val,0.4033515584766272,0.9304843660193962,0.9625176354960924,0.9720948104032084,,,,,,,,
W72_H72,night,5c,baseline_5c,test,0.2379844709293059,0.8913127449308333,0.9704601445954466,0.8849130671529334,0.1114208805998846,0.3389012756314192,0.0397909967845659,0.1192771084337349,0.0290686177575637,0.0502392344497607,0.0,0.0
W72_H72,night,5c,baseline_5c,val,0.2113924948674252,0.8781138913911865,0.9684615384615384,0.8667259031563443,0.0016220600162206,1.0,0.14412100456621,0.1084389091689929,0.0096339113680154,0.0042844901456726,0.0054347826086956,0.03125
W72_H72,night,5c,weighted_5c,test,0.3638020896601915,0.8588231506083897,0.9748950644630828,0.8220542238093429,0.0988360492184902,0.4345188055118973,0.0393032603841,0.1514629948364888,0.011720336524514,0.0690362269309637,0.7297297297297297,0.6428571428571429
W72_H72,night,5c,weighted_5c,val,0.4223414838184898,0.8431731233036684,0.9739881844634511,0.7958022141639249,0.0011609907120743,1.0,0.1251654377008886,0.1421515997423234,0.1327239488117002,0.3110539845758355,0.8421052631578947,1.0
W72_H72,night,5c,weighted_thresholded_5c,test,0.3350774730492568,0.8853643840557389,0.9701336264082212,0.874121490711545,0.1136818984580222,0.2799809934573632,0.0450786783433934,0.2223752151462995,0.0110775980257746,0.0690362269309637,1.0,0.3333333333333333
W72_H72,night,5c,weighted_thresholded_5c,val,0.4317574414725091,0.8738500878154839,0.9714254393978148,0.8512443665297823,0.0019497928345113,1.0,0.1340055293543665,0.1769379428816835,0.1275096865093342,0.3101970865467009,0.8421052631578947,1.0
